Weekday_Name,Avg_Daily_High_Low_Diff,Volatility
Monday,7.4695652173913025,0.0017229304875700296
Tuesday,6.6996,0.0011894608191755237
Wednesday,7.260399999999997,0.0014895218100881306
Thursday,5.774230769230767,0.0011460738976119455
Friday,5.932799999999998,0.0010484677709369093
